device_os,amt,trans_num,gender,city,job,category,age_category,transactions_count,unique_merchants_count,time_since_last,day_of_week_sin,day_of_week_cos,period_of_day_sin,period_of_day_cos
,197.7,TRANS_937721,F,Test City,Lawyer,Electronics,Middle Age,1,101,213492.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
macOS,431.75,TRANS_168008,F,Test City,Teacher,Electronics,Middle Age,2,101,132447.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,368.09,TRANS_415915,F,Los Angeles,Artist,Electronics,Young Adult,1,101,3642624.0,0.0,1.0,1.0,6.123233995736766e-17
,251.55,TRANS_879887,F,Test City,Doctor,Electronics,Adult,1,101,109718.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
other,355.18,TRANS_771915,F,New York,Engineer,Electronics,Middle Age,1,101,8160071.0,0.0,1.0,0.0,1.0
Windows,185.27,TRANS_922786,M,Phoenix,Doctor,Travel,Middle Age,2,101,769336.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,359.65,TRANS_754358,F,Los Angeles,Clerk,Entertainment,Adult,1,101,2839472.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,362.45,TRANS_561915,F,Test City,Clerk,Travel,Young Adult,1,101,98792.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
other,325.48,TRANS_388928,F,Chicago,Clerk,Apparel,Young Adult,1,101,1928848.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,153.28,TRANS_294648,F,Test City,Clerk,Travel,Adult,2,101,3286.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
macOS,21.9,TRANS_783542,M,Los Angeles,Doctor,Entertainment,Young Adult,1,101,4101337.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,328.26,TRANS_952442,F,Test City,Doctor,Groceries,Middle Age,3,101,86482.0,0.0,1.0,0.0,1.0
,391.8,TRANS_395076,F,Los Angeles,Engineer,Groceries,Young Adult,1,101,1897330.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
macOS,355.02,TRANS_483790,M,Test City,Clerk,Apparel,Adult,1,101,471112.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,251.93,TRANS_699518,M,New York,Lawyer,Groceries,Middle Age,1,101,326868.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,197.23,TRANS_517662,M,Test City,Lawyer,Entertainment,Middle Age,2,101,172461.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,413.2,TRANS_823542,F,Test City,Lawyer,Groceries,Young Adult,2,101,273637.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
macOS,493.17,TRANS_468735,M,Test City,Lawyer,Groceries,Middle Age,2,101,174518.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
,433.66,TRANS_606664,M,Chicago,Nurse,Groceries,Adult,1,101,0.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
Windows,68.83,TRANS_816678,M,Houston,Teacher,Apparel,Adult,1,101,2070040.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
Windows,297.78,TRANS_750749,F,Test City,Clerk,Entertainment,Middle Age,1,101,220806.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,84.18,TRANS_997253,F,Test City,Lawyer,Groceries,Adult,2,101,3465.0,0.0,1.0,-1.0,-1.8369701987210297e-16
other,289.69,TRANS_257147,F,Phoenix,Engineer,Entertainment,Young Adult,1,101,728617.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
macOS,27.65,TRANS_692599,M,Test City,Clerk,Electronics,Young Adult,1,101,6544.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,89.84,TRANS_924021,F,Los Angeles,Engineer,Groceries,Middle Age,1,101,4025231.0,0.0,1.0,0.0,1.0
other,93.03,TRANS_188210,F,Test City,Engineer,,Adult,2,101,337863.0,0.0,1.0,1.2246467991473532e-16,-1.0
Linux,74.31,TRANS_477750,M,New York,Teacher,Groceries,Young Adult,1,101,2954463.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,488.54,TRANS_219081,M,Test City,Clerk,Travel,Adult,3,101,13355.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
,273.74,TRANS_800606,F,Phoenix,Clerk,Travel,Young Adult,1,101,1351357.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
Windows,255.72,TRANS_270726,M,Test City,Teacher,Travel,Adult,1,101,64468.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
X11,243.6,TRANS_382157,M,Chicago,Engineer,Apparel,Adult,1,101,7171800.0,0.43388373911755823,-0.900968867902419,0.0,1.0
Windows,34.26,TRANS_301584,F,Houston,Doctor,Groceries,Adult,1,101,6538754.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
X11,193.73,TRANS_312579,F,New York,Clerk,Groceries,Adult,1,101,1665611.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
,350.83,TRANS_546626,F,Test City,Lawyer,Apparel,Adult,3,101,50517.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,242.71,TRANS_819632,M,Test City,Lawyer,Apparel,Middle Age,3,101,248852.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,471.75,TRANS_366543,M,Test City,Engineer,Entertainment,Middle Age,1,101,10136.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,483.85,TRANS_960905,M,Test City,Clerk,Travel,Middle Age,2,101,145857.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
Linux,269.98,TRANS_477488,F,Test City,Lawyer,Travel,Young Adult,1,101,125705.0,0.0,1.0,1.2246467991473532e-16,-1.0
,246.9,TRANS_638040,F,New York,Engineer,Electronics,Middle Age,1,101,9164258.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,19.74,TRANS_167660,M,Test City,Doctor,Apparel,Middle Age,2,101,236221.0,0.0,1.0,0.0,1.0
X11,281.51,TRANS_807560,M,New York,Nurse,Electronics,Young Adult,1,101,6836543.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,413.96,TRANS_438352,M,Los Angeles,Engineer,Groceries,Middle Age,1,101,5044515.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,5.95,TRANS_599575,M,Chicago,Engineer,Entertainment,Adult,1,101,2147687.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
Windows,32.96,TRANS_922695,F,Chicago,Lawyer,Electronics,Adult,1,101,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
other,26.79,TRANS_161503,M,Los Angeles,Teacher,Travel,Adult,1,101,275239.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,266.4,TRANS_343780,M,Test City,Teacher,Groceries,Middle Age,5,101,191898.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,297.3,TRANS_255205,M,Chicago,Nurse,Apparel,Young Adult,1,101,4360453.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
,334.11,TRANS_399273,M,Phoenix,Clerk,Groceries,Young Adult,2,101,1160864.0,0.0,1.0,1.0,6.123233995736766e-17
Windows,323.02,TRANS_184290,M,Test City,Teacher,Apparel,Middle Age,2,101,353122.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
macOS,276.63,TRANS_830522,M,Houston,Teacher,Apparel,Middle Age,1,101,792025.0,0.7818314824680298,0.6234898018587336,0.0,1.0
other,133.78,TRANS_805153,M,Chicago,Doctor,Apparel,Middle Age,1,101,0.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,130.64,TRANS_657876,F,Phoenix,Doctor,Groceries,Adult,1,101,10561234.0,0.0,1.0,0.0,1.0
,447.89,TRANS_446037,F,Los Angeles,Artist,Travel,Young Adult,1,101,381021.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
macOS,248.44,TRANS_308011,M,Los Angeles,Teacher,Entertainment,Young Adult,1,101,908551.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
,257.42,TRANS_711043,M,Los Angeles,Clerk,Apparel,Young Adult,1,101,3118066.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
macOS,211.43,TRANS_982334,F,Chicago,Teacher,Electronics,Adult,1,101,5939731.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
macOS,243.8,TRANS_164222,F,Test City,Lawyer,Groceries,Adult,3,101,467308.0,0.0,1.0,0.0,1.0
,398.17,TRANS_194775,M,Houston,Doctor,Groceries,Middle Age,1,101,862165.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,445.24,TRANS_205492,F,Test City,Lawyer,Apparel,Middle Age,1,101,60501.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,306.28,TRANS_346484,M,Test City,Teacher,Groceries,Young Adult,3,101,38448.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
Linux,79.8,TRANS_296520,F,Test City,Doctor,Travel,Young Adult,2,101,19216.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
macOS,100.33,TRANS_581171,F,Test City,Teacher,Apparel,Adult,2,101,20076.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
Windows,362.94,TRANS_119232,F,Houston,Engineer,Electronics,Young Adult,1,101,0.0,0.0,1.0,1.0,6.123233995736766e-17
,17.86,TRANS_749908,F,Chicago,Engineer,Travel,Adult,2,101,12291019.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,166.67,TRANS_397990,M,Los Angeles,Clerk,Groceries,Young Adult,1,101,1387931.0,0.0,1.0,1.2246467991473532e-16,-1.0
macOS,123.79,TRANS_839752,M,Test City,Clerk,Travel,Middle Age,2,101,14244.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,73.38,TRANS_158941,F,Test City,Lawyer,Electronics,Middle Age,1,101,146156.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
Windows,250.73,TRANS_207578,F,Test City,Lawyer,Apparel,Young Adult,1,101,103430.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
,452.79,TRANS_102528,F,Los Angeles,Artist,Groceries,Middle Age,1,101,203604.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
,442.41,TRANS_932137,M,Phoenix,Clerk,Electronics,Middle Age,3,101,1391316.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,471.32,TRANS_163403,F,Test City,Lawyer,Electronics,Middle Age,1,101,2226.0,0.0,1.0,0.0,1.0
other,194.17,TRANS_546570,F,Test City,Engineer,Electronics,Adult,1,101,67206.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
Windows,346.0,TRANS_858873,M,Test City,Teacher,Travel,Middle Age,2,101,102934.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,294.33,TRANS_452393,M,Test City,Clerk,Apparel,Middle Age,2,101,88295.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,176.37,TRANS_375906,M,Test City,Doctor,Electronics,Adult,1,101,87442.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,216.6,TRANS_739362,M,Los Angeles,Clerk,Travel,Young Adult,1,94,0.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
Windows,212.67,TRANS_591974,F,Chicago,Engineer,Groceries,Young Adult,1,101,4247973.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,52.41,TRANS_299225,M,Test City,Lawyer,Entertainment,Middle Age,3,101,56877.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,183.91,TRANS_140915,F,Phoenix,Clerk,Electronics,Middle Age,1,101,1112119.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
other,391.22,TRANS_643961,F,Test City,Lawyer,Groceries,Young Adult,1,101,54728.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
other,433.45,TRANS_263593,M,Test City,Teacher,Groceries,Middle Age,1,101,406110.0,0.0,1.0,-1.0,-1.8369701987210297e-16
Linux,322.94,TRANS_146979,F,New York,Artist,Groceries,Middle Age,1,101,268469.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,406.65,TRANS_994013,M,Test City,Teacher,Travel,Young Adult,2,101,79882.0,0.0,1.0,1.2246467991473532e-16,-1.0
other,295.58,TRANS_613893,F,Houston,Engineer,Apparel,Middle Age,1,101,1338739.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,449.72,TRANS_714107,M,Test City,Clerk,Travel,Adult,1,101,327363.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,402.53,TRANS_121344,M,Test City,Clerk,Electronics,Middle Age,4,101,66118.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,197.28,TRANS_775031,F,Houston,Artist,Apparel,Adult,1,101,2718487.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
Windows,149.94,TRANS_992244,F,Test City,Engineer,Entertainment,Middle Age,2,101,131913.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,472.08,TRANS_791638,F,Chicago,Engineer,Apparel,Adult,1,101,1494326.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,409.55,TRANS_177229,F,Phoenix,Teacher,Apparel,Middle Age,1,101,3865396.0,0.0,1.0,1.2246467991473532e-16,-1.0
,271.76,TRANS_260474,F,Test City,Doctor,Electronics,Middle Age,2,101,308885.0,0.0,1.0,1.2246467991473532e-16,-1.0
,246.45,TRANS_783436,M,Test City,Doctor,Groceries,Adult,2,101,23085.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,391.82,TRANS_572052,F,Phoenix,Teacher,Apparel,Adult,1,101,743507.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,32.15,TRANS_676270,M,Chicago,Artist,Entertainment,Middle Age,1,101,3490315.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,139.48,TRANS_798780,M,New York,Teacher,Groceries,Adult,1,101,625455.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,423.21,TRANS_913937,M,Chicago,Doctor,Travel,Middle Age,1,101,2745519.0,0.0,1.0,1.2246467991473532e-16,-1.0
,210.1,TRANS_441647,M,Test City,Clerk,Travel,Middle Age,4,101,15894.0,0.43388373911755823,-0.900968867902419,0.0,1.0
macOS,18.16,TRANS_524767,M,Test City,Doctor,Electronics,Young Adult,2,101,109822.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
,155.2,TRANS_850512,F,Test City,Teacher,Entertainment,Middle Age,1,101,312378.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,64.29,TRANS_542553,M,Chicago,Nurse,Travel,Young Adult,2,101,40140.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,292.36,TRANS_890746,M,Test City,Doctor,Travel,Young Adult,1,101,35398.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
other,53.24,TRANS_732471,F,Test City,Teacher,Electronics,Adult,3,101,191164.0,0.0,1.0,0.0,1.0
,485.21,TRANS_147434,F,Test City,Engineer,Entertainment,Adult,1,101,298850.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,110.27,TRANS_161936,M,Test City,Lawyer,Travel,Adult,5,101,318784.0,0.0,1.0,1.2246467991473532e-16,-1.0
,120.16,TRANS_860265,F,Chicago,Lawyer,Groceries,Adult,1,101,1935977.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
Linux,226.71,TRANS_470793,M,Test City,Lawyer,Groceries,Middle Age,2,101,275970.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
Linux,201.68,TRANS_556376,F,Phoenix,Engineer,Electronics,Middle Age,1,101,2996512.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
Linux,404.58,TRANS_842197,F,Test City,Lawyer,Apparel,Middle Age,2,101,134095.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,282.95,TRANS_901014,F,Chicago,Nurse,Apparel,Adult,1,101,2335190.0,0.0,1.0,0.0,1.0
other,346.27,TRANS_184389,M,Test City,Lawyer,Travel,Middle Age,1,101,14493.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,497.42,TRANS_209457,M,Test City,Clerk,Electronics,Adult,3,101,271314.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
macOS,340.48,TRANS_831962,F,Test City,Lawyer,Groceries,Young Adult,1,101,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,223.81,TRANS_560198,M,Test City,Doctor,Apparel,Young Adult,1,101,424627.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,462.59,TRANS_355583,M,Test City,Doctor,Entertainment,Adult,3,101,15239.0,0.43388373911755823,-0.900968867902419,0.0,1.0
macOS,12.36,TRANS_658333,M,Test City,Engineer,Groceries,Middle Age,1,101,20558.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,70.42,TRANS_468332,F,Test City,Doctor,Entertainment,Middle Age,2,101,6873.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,347.02,TRANS_936306,F,Chicago,Nurse,,Middle Age,1,101,3299817.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,269.16,TRANS_634036,M,Phoenix,Doctor,Travel,Adult,1,101,2748764.0,0.0,1.0,1.2246467991473532e-16,-1.0
,219.39,TRANS_103702,M,Test City,Lawyer,Entertainment,Middle Age,1,101,112589.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,378.64,TRANS_288674,M,Los Angeles,Lawyer,,Middle Age,1,101,854858.0,0.0,1.0,1.0,6.123233995736766e-17
,483.74,TRANS_248166,F,Test City,Lawyer,Travel,Young Adult,1,101,199855.0,0.43388373911755823,-0.900968867902419,0.0,1.0
macOS,243.7,TRANS_919540,M,Phoenix,Doctor,Groceries,Adult,1,101,1400422.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
,390.46,TRANS_246956,M,Los Angeles,Nurse,Travel,Adult,1,101,353539.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,328.32,TRANS_470067,F,Test City,Doctor,Groceries,Middle Age,1,101,78874.0,0.0,1.0,0.0,1.0
,460.24,TRANS_752693,M,Test City,Teacher,Groceries,Middle Age,2,101,205232.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,112.4,TRANS_643711,M,New York,Teacher,Groceries,Young Adult,1,101,2115904.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,489.02,TRANS_241800,F,New York,Nurse,Electronics,Young Adult,1,89,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
,125.06,TRANS_451908,M,Test City,Doctor,Apparel,Adult,3,101,72209.0,0.0,1.0,0.0,1.0
,284.1,TRANS_238728,F,Test City,Teacher,Entertainment,Middle Age,1,101,299524.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
X11,241.18,TRANS_169605,F,Test City,Doctor,,Middle Age,2,101,129805.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
macOS,175.36,TRANS_269289,M,Test City,Teacher,Electronics,Middle Age,1,101,78467.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,95.32,TRANS_121859,F,Houston,Artist,Travel,Adult,1,101,1128670.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,347.92,TRANS_381045,M,Los Angeles,Teacher,Electronics,Young Adult,1,101,11955312.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
macOS,307.09,TRANS_717596,F,Test City,Doctor,Travel,Middle Age,4,101,608731.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,493.33,TRANS_109925,M,Los Angeles,Clerk,Groceries,Young Adult,1,101,2280897.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
macOS,398.43,TRANS_257691,M,Test City,Doctor,Travel,Adult,2,101,148117.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,238.74,TRANS_259840,F,Chicago,Lawyer,Apparel,Middle Age,1,101,554511.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,180.09,TRANS_349232,M,Test City,Lawyer,Electronics,Middle Age,2,101,37617.0,0.0,1.0,0.0,1.0
other,265.39,TRANS_247383,M,Phoenix,Nurse,Travel,Middle Age,1,101,4152687.0,0.7818314824680298,0.6234898018587336,0.0,1.0
macOS,495.02,TRANS_564834,M,Test City,Lawyer,Apparel,Adult,3,101,150304.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,355.9,TRANS_434577,M,Test City,Engineer,Groceries,Young Adult,1,101,78009.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,220.34,TRANS_609336,M,Test City,Teacher,Entertainment,Young Adult,1,101,110827.0,0.0,1.0,0.0,1.0
,456.85,TRANS_863668,M,Test City,Engineer,Entertainment,Middle Age,1,101,138782.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
,401.33,TRANS_802510,M,Houston,Nurse,Travel,Adult,1,101,443886.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,15.68,TRANS_745656,F,Test City,Doctor,Electronics,Middle Age,2,101,26061.0,0.0,1.0,0.0,1.0
,12.57,TRANS_485667,F,Test City,Doctor,Travel,Adult,1,101,99911.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,48.03,TRANS_993501,M,Test City,Clerk,Travel,Adult,2,101,53211.0,0.0,1.0,0.0,1.0
,84.31,TRANS_258802,M,Phoenix,Doctor,Apparel,Young Adult,1,101,2797702.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,95.05,TRANS_698730,F,Test City,Doctor,Groceries,Middle Age,3,101,242789.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
other,183.38,TRANS_918372,M,Test City,Lawyer,Electronics,Middle Age,1,101,62132.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,113.71,TRANS_821813,F,Phoenix,Doctor,Groceries,Middle Age,1,101,5482224.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
Linux,418.56,TRANS_557987,M,Test City,Doctor,Electronics,Young Adult,1,101,61629.0,0.0,1.0,1.0,6.123233995736766e-17
X11,37.61,TRANS_159218,M,Test City,Clerk,Entertainment,Middle Age,1,101,42571.0,0.0,1.0,1.0,6.123233995736766e-17
,270.76,TRANS_800170,F,Test City,Doctor,Electronics,Middle Age,1,101,147903.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
,159.9,TRANS_546117,M,Test City,Engineer,Entertainment,Adult,2,101,31679.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
other,114.75,TRANS_233011,M,Test City,Lawyer,Apparel,Adult,1,101,112343.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,295.83,TRANS_264038,F,Chicago,Doctor,Travel,Adult,1,101,1087694.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,131.26,TRANS_258399,M,Los Angeles,Artist,Travel,Middle Age,1,101,1263289.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,411.17,TRANS_875328,M,Test City,Lawyer,Electronics,Middle Age,5,101,383021.0,0.0,1.0,0.0,1.0
,65.08,TRANS_703378,F,Test City,Clerk,Groceries,Adult,2,101,111948.0,0.0,1.0,0.0,1.0
,132.83,TRANS_164948,M,Test City,Teacher,Apparel,Young Adult,4,101,285947.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,272.9,TRANS_172589,F,Los Angeles,Artist,Entertainment,Middle Age,1,101,870050.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,206.05,TRANS_320843,M,Test City,Teacher,Groceries,Young Adult,2,101,171537.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
macOS,439.83,TRANS_874891,F,Test City,Lawyer,Travel,Young Adult,3,101,97666.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
,238.23,TRANS_157611,M,Test City,Lawyer,Electronics,Adult,1,101,45140.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
,53.87,TRANS_457439,F,Los Angeles,Nurse,Apparel,Young Adult,1,101,486062.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,341.53,TRANS_665961,F,Test City,Doctor,Apparel,Middle Age,2,101,177599.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
,353.32,TRANS_494350,M,Chicago,Clerk,Entertainment,Young Adult,2,101,262820.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
macOS,358.45,TRANS_593409,F,Los Angeles,Clerk,Entertainment,Young Adult,1,101,2761147.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,309.6,TRANS_771806,F,Test City,Lawyer,Apparel,Middle Age,1,101,22013.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,56.38,TRANS_487814,F,Chicago,,Travel,Young Adult,1,101,3155022.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
,75.27,TRANS_749142,M,Test City,Doctor,Travel,Adult,3,101,49753.0,0.0,1.0,1.0,6.123233995736766e-17
,381.8,TRANS_621168,M,Test City,Clerk,Entertainment,Middle Age,3,101,182171.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,124.27,TRANS_622434,M,Test City,Doctor,Electronics,Adult,1,101,23382.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
macOS,468.14,TRANS_295864,M,Phoenix,Lawyer,Travel,Middle Age,1,101,1567288.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
other,300.36,TRANS_729621,M,Test City,Lawyer,Groceries,Middle Age,2,101,306618.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,46.32,TRANS_560217,M,Test City,Teacher,Groceries,Adult,3,101,131632.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,102.0,TRANS_520923,F,Test City,Doctor,Entertainment,Middle Age,1,101,66792.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
other,15.09,TRANS_398402,F,Test City,Doctor,Apparel,Middle Age,3,101,510058.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,479.94,TRANS_863421,F,Test City,Clerk,Groceries,Middle Age,4,101,442653.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
,357.58,TRANS_333170,M,Test City,Engineer,Electronics,Young Adult,1,101,73006.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
other,253.53,TRANS_473286,M,Test City,Doctor,Groceries,Middle Age,2,101,471052.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,110.64,TRANS_900489,F,Houston,Artist,Apparel,Adult,1,101,2092790.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
Windows,143.27,TRANS_607660,M,Test City,Engineer,Apparel,Adult,4,101,69690.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
,128.03,TRANS_962080,M,Test City,Engineer,Travel,Middle Age,1,101,89225.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
